,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
829,5.9,0.61,0.08,2.1,0.071,0.19736842105263158,0.06766917293233082,0.99376,3.56,0.77,0.5166666666666666,6,0
830,7.5,0.28,0.07,2.5,0.058,0.05263157894736842,0.011278195488721804,0.99632,3.38,0.55,0.4833333333333334,4,0
831,5.9,0.61,0.08,2.1,0.071,0.19736842105263158,0.06766917293233082,0.99376,3.56,0.77,0.5166666666666666,6,0
832,6.9,0.44,0.42,1.5,0.046,0.4342105263157895,0.15789473684210525,0.99832,3.38,0.5,0.3166666666666667,3,0
833,6.9,0.47,0.44,1.6,0.046,0.4605263157894737,0.16917293233082706,0.99836,3.38,0.5,0.3166666666666667,4,0
834,8.8,0.28,0.26,1.6,0.088,0.19736842105263158,0.06390977443609022,0.99694,3.32,0.47,0.2333333333333334,5,0
835,7.6,0.28,0.1,1.5,0.066,0.34210526315789475,0.18421052631578946,0.99655,3.39,0.51,0.21666666666666679,5,0
836,6.7,0.28,0.28,2.4,0.012,0.4605263157894737,0.3533834586466165,0.99064,3.26,0.39,0.6166666666666666,7,0
837,6.7,0.28,0.28,2.4,0.012,0.4605263157894737,0.3533834586466165,0.99064,3.26,0.39,0.6166666666666666,7,0
838,6.9,0.31,0.35,1.6,0.075,0.10526315789473684,0.08270676691729323,0.99672,3.24,0.83,0.5333333333333332,7,0
839,6.0,0.5,0.04,2.2,0.092,0.15789473684210525,0.07518796992481203,0.99647,3.46,0.47,0.3333333333333333,5,0
840,6.9,0.42,0.47,2.65,0.085,0.10526315789473684,0.10526315789473684,0.99736,3.24,0.77,0.6833333333333332,7,0
841,6.6,0.28,0.31,3.0,0.046,0.2631578947368421,0.09398496240601503,0.99629,3.45,0.63,0.38333333333333347,5,0
842,6.9,0.5,0.45,2.6,0.046,0.4342105263157895,0.23308270676691728,0.99708,3.23,0.72,0.4833333333333334,6,0
843,7.1,0.28,0.35,2.0,0.088,0.10526315789473684,0.3233082706766917,0.9963,3.28,0.62,0.2333333333333334,5,0
844,6.9,0.25,0.46,1.7,0.062,0.32894736842105265,0.13533834586466165,0.9959,3.18,0.83,0.4333333333333333,6,0
845,6.4,0.64,0.21,1.8,0.081,0.17105263157894737,0.09398496240601503,0.99689,3.59,0.66,0.3000000000000001,5,0
846,6.4,0.64,0.21,1.8,0.081,0.17105263157894737,0.09398496240601503,0.99689,3.59,0.66,0.3000000000000001,5,0
847,7.4,0.28,0.16,1.8,0.078,0.14473684210526316,0.12406015037593984,0.9977,3.5,0.7,0.3166666666666667,6,0
848,6.4,0.64,0.21,1.8,0.081,0.17105263157894737,0.09398496240601503,0.99689,3.59,0.66,0.3000000000000001,5,0
849,6.4,0.63,0.21,1.6,0.08,0.14473684210526316,0.09774436090225563,0.99689,3.58,0.66,0.3000000000000001,5,0
850,9.3,0.43,0.44,1.9,0.085,0.10526315789473684,0.06015037593984962,0.99708,3.28,0.55,0.25,5,0
851,9.3,0.43,0.44,1.9,0.085,0.10526315789473684,0.06015037593984962,0.99708,3.28,0.55,0.25,5,0
852,8.0,0.42,0.32,2.5,0.08,0.32894736842105265,0.43609022556390975,0.99801,3.22,0.5,0.2833333333333332,5,0
853,9.3,0.36,0.39,1.5,0.08,0.5263157894736842,0.18421052631578946,0.99652,3.47,0.73,0.4833333333333334,6,0
854,9.3,0.36,0.39,1.5,0.08,0.5263157894736842,0.18421052631578946,0.99652,3.47,0.73,0.4833333333333334,6,0
855,7.6,0.28,0.31,2.5,0.071,0.11842105263157894,0.03007518796992481,0.99538,3.51,0.71,0.6166666666666666,7,0
856,9.3,0.36,0.39,1.5,0.08,0.5263157894736842,0.18421052631578946,0.99652,3.47,0.73,0.4833333333333334,6,0
857,8.2,0.26,0.34,2.5,0.073,0.19736842105263158,0.15413533834586465,0.99594,3.4,0.78,0.5500000000000002,7,0
858,6.9,0.28,0.47,1.7,0.054,0.21052631578947367,0.09774436090225563,0.99686,3.15,0.67,0.4333333333333333,7,0
859,6.8,0.56,0.22,1.8,0.074,0.18421052631578946,0.06766917293233082,0.99438,3.4,0.82,0.5333333333333332,6,0
860,7.2,0.62,0.06,2.7,0.077,0.18421052631578946,0.29699248120300753,0.99746,3.51,0.54,0.25,5,0
861,5.8,0.28,0.31,2.0,0.039,0.18421052631578946,0.3082706766917293,0.99357,3.2,0.6,0.5833333333333334,6,0
862,7.5,0.42,0.32,2.7,0.067,0.07894736842105263,0.07142857142857142,0.99628,3.24,0.44,0.4000000000000001,5,0
863,7.2,0.62,0.06,2.5,0.078,0.21052631578947367,0.2932330827067669,0.99746,3.51,0.53,0.2833333333333332,5,0
864,7.2,0.62,0.06,2.7,0.077,0.18421052631578946,0.29699248120300753,0.99746,3.51,0.54,0.25,5,0
865,7.2,0.635,0.07,2.6,0.077,0.19736842105263158,0.3007518796992481,0.99748,3.51,0.54,0.2833333333333332,5,0
866,6.8,0.49,0.22,2.3,0.071,0.15789473684210525,0.06766917293233082,0.99438,3.41,0.83,0.5500000000000002,6,0
867,6.9,0.51,0.23,2.0,0.072,0.15789473684210525,0.06015037593984962,0.99438,3.4,0.84,0.5333333333333332,6,0
868,6.8,0.56,0.22,1.8,0.074,0.18421052631578946,0.06766917293233082,0.99438,3.4,0.82,0.5333333333333332,6,0
869,7.6,0.63,0.31,2.0,0.08,0.34210526315789475,0.13909774436090225,0.99578,3.44,0.64,0.4833333333333334,6,0
870,7.7,0.28,0.31,2.1,0.064,0.39473684210526316,0.13909774436090225,0.99371,3.41,0.57,0.6333333333333334,6,0
871,6.9,0.56,0.31,1.5,0.086,0.4605263157894737,0.15037593984962405,0.99522,3.53,0.57,0.4333333333333333,5,0
872,7.3,0.35,0.24,2.0,0.067,0.35526315789473684,0.15789473684210525,0.99576,3.43,0.54,0.3333333333333333,4,0
873,9.1,0.21,0.37,1.6,0.067,0.06578947368421052,0.015037593984962405,0.99552,3.23,0.58,0.5166666666666666,7,0
874,6.9,0.38,0.46,2.1,0.104,0.06578947368421052,0.015037593984962405,0.99664,3.12,0.65,0.6333333333333334,7,0
875,8.8,0.31,0.4,2.8,0.046,0.07894736842105263,0.03759398496240601,0.99614,3.31,0.79,0.6333333333333334,7,0
876,7.1,0.47,0.31,2.2,0.067,0.07894736842105263,0.03007518796992481,0.99517,3.4,0.58,0.4833333333333334,4,0
877,7.7,0.28,0.31,2.1,0.064,0.39473684210526316,0.13909774436090225,0.99371,3.41,0.57,0.6333333333333334,6,0
878,8.8,0.61,0.19,4.0,0.094,0.3815789473684211,0.23684210526315788,0.99787,3.22,0.5,0.3333333333333333,6,0
879,7.2,0.6,0.04,2.5,0.076,0.2236842105263158,0.3082706766917293,0.99745,3.53,0.55,0.25,5,0
880,9.2,0.56,0.18,1.6,0.078,0.11842105263157894,0.05639097744360902,0.99576,3.15,0.49,0.3166666666666667,5,0
881,7.6,0.28,0.31,2.1,0.068,0.3815789473684211,0.10902255639097744,0.99533,3.48,0.65,0.5666666666666668,6,0
882,8.4,0.31,0.29,3.1,0.046,0.17105263157894737,0.07518796992481203,0.99536,3.22,0.78,0.6666666666666666,6,0
883,7.2,0.6,0.04,2.5,0.076,0.2236842105263158,0.3082706766917293,0.99745,3.53,0.55,0.25,5,0
884,8.8,0.61,0.19,4.0,0.094,0.3815789473684211,0.23684210526315788,0.99787,3.22,0.5,0.3333333333333333,6,0
885,8.9,0.28,0.14,2.5,0.086,0.10526315789473684,0.09022556390977443,0.99824,3.34,0.64,0.4166666666666667,5,0
886,9.0,0.28,0.12,2.4,0.083,0.09210526315789473,0.08270676691729323,0.99836,3.33,0.65,0.4000000000000001,6,0
887,6.9,0.52,0.38,2.6,0.066,0.3684210526315789,0.18796992481203006,0.99577,3.15,0.79,0.6833333333333332,7,0
888,6.8,0.57,0.31,2.5,0.072,0.40789473684210525,0.21804511278195488,0.99491,3.43,0.56,0.5333333333333332,6,0
889,6.9,0.28,0.34,6.6,0.046,0.2894736842105263,0.34962406015037595,1.00289,3.22,0.68,0.21666666666666679,5,0
890,7.2,0.34,0.24,2.0,0.071,0.3815789473684211,0.17293233082706766,0.99576,3.44,0.58,0.3499999999999999,5,0
891,7.2,0.28,0.31,2.3,0.078,0.19736842105263158,0.3007518796992481,0.99743,3.53,0.57,0.2833333333333332,5,0
892,6.9,0.45,0.23,1.9,0.082,0.11842105263157894,0.045112781954887216,0.99774,3.22,0.65,0.21666666666666679,6,0
893,7.2,0.28,0.31,2.3,0.078,0.19736842105263158,0.3007518796992481,0.99743,3.53,0.57,0.2833333333333332,5,0
894,7.2,0.63,0.31,2.2,0.08,0.21052631578947367,0.3082706766917293,0.99745,3.53,0.58,0.3000000000000001,6,0
895,7.1,0.59,0.31,2.3,0.08,0.34210526315789475,0.13909774436090225,0.9955,3.42,0.58,0.4499999999999999,6,0
896,8.3,0.31,0.39,2.4,0.078,0.21052631578947367,0.13909774436090225,0.99444,3.31,0.77,0.75,7,0
897,7.1,0.59,0.31,2.3,0.08,0.34210526315789475,0.13909774436090225,0.9955,3.42,0.58,0.4499999999999999,6,0
898,8.3,0.31,0.39,2.4,0.078,0.21052631578947367,0.13909774436090225,0.99444,3.31,0.77,0.75,7,0
899,8.3,0.28,0.31,3.4,0.084,0.06578947368421052,0.018796992481203006,0.99892,3.48,0.49,0.5,3,0
900,8.9,0.31,0.36,2.6,0.056,0.11842105263157894,0.12406015037593984,0.99562,3.4,0.69,0.6333333333333334,5,0
901,7.4,0.635,0.1,2.4,0.08,0.19736842105263158,0.10150375939849623,0.99736,3.58,0.69,0.4666666666666668,7,0
902,7.4,0.635,0.1,2.4,0.08,0.19736842105263158,0.10150375939849623,0.99736,3.58,0.69,0.4666666666666668,7,0
903,6.8,0.59,0.06,6.0,0.06,0.13157894736842105,0.045112781954887216,0.9962,3.41,0.59,0.4666666666666668,7,0
904,6.8,0.59,0.06,6.0,0.06,0.13157894736842105,0.045112781954887216,0.9962,3.41,0.59,0.4666666666666668,7,0
905,9.2,0.58,0.2,3.0,0.081,0.18421052631578946,0.40977443609022557,0.998,3.23,0.59,0.25,5,0
906,7.2,0.54,0.27,2.6,0.084,0.14473684210526316,0.2706766917293233,0.9964,3.39,0.71,0.5,5,0
907,6.1,0.56,0.31,2.2,0.079,0.06578947368421052,0.011278195488721804,0.9948,3.59,0.54,0.5833333333333334,6,0
908,7.4,0.52,0.13,2.4,0.078,0.4342105263157895,0.20676691729323307,0.99528,3.43,0.59,0.4666666666666668,6,0
909,7.3,0.305,0.39,1.2,0.059,0.07894736842105263,0.018796992481203006,0.99331,3.29,0.52,0.5833333333333334,6,0
910,9.3,0.38,0.48,3.8,0.046,0.02631578947368421,0.018796992481203006,0.99577,3.23,0.57,0.8666666666666666,6,0
911,9.1,0.28,0.46,9.0,0.046,0.02631578947368421,0.011278195488721804,0.99901,3.18,0.6,0.4833333333333334,6,0
912,6.9,0.46,0.44,2.9,0.065,0.039473684210526314,0.007518796992481203,0.99674,3.33,0.62,0.6999999999999998,6,0
913,9.4,0.395,0.46,4.6,0.094,0.02631578947368421,0.015037593984962405,0.99639,3.27,0.64,0.6999999999999998,7,0
914,7.3,0.305,0.39,1.2,0.059,0.07894736842105263,0.018796992481203006,0.99331,3.29,0.52,0.5833333333333334,6,0
915,8.6,0.315,0.4,2.2,0.079,0.02631578947368421,0.0,0.99512,3.27,0.67,0.65,6,0
916,5.3,0.28,0.19,1.5,0.046,0.07894736842105263,0.21052631578947367,0.99395,3.62,0.61,0.5,5,0
917,6.8,0.41,0.31,8.8,0.084,0.32894736842105265,0.14661654135338345,0.99824,3.38,0.64,0.3499999999999999,6,0
918,8.4,0.36,0.32,2.2,0.081,0.40789473684210525,0.2744360902255639,0.9964,3.3,0.72,0.5,6,0
919,8.4,0.62,0.12,1.8,0.072,0.4868421052631579,0.15037593984962405,0.99504,3.38,0.5,0.6333333333333334,6,0
920,9.6,0.41,0.37,2.3,0.091,0.11842105263157894,0.06390977443609022,0.99786,3.24,0.56,0.4166666666666667,5,0
921,8.4,0.36,0.32,2.2,0.081,0.40789473684210525,0.2744360902255639,0.9964,3.3,0.72,0.5,6,0
922,8.4,0.62,0.12,1.8,0.072,0.4868421052631579,0.15037593984962405,0.99504,3.38,0.5,0.6333333333333334,6,0
923,6.8,0.41,0.31,8.8,0.084,0.32894736842105265,0.14661654135338345,0.99824,3.38,0.64,0.3499999999999999,6,0
924,8.6,0.47,0.27,2.3,0.055,0.17105263157894737,0.08270676691729323,0.99516,3.18,0.8,0.5333333333333332,5,0
925,8.6,0.22,0.36,1.9,0.064,0.6842105263157895,0.2669172932330827,0.99604,3.47,0.5,0.5,7,0
926,9.4,0.24,0.33,2.3,0.061,0.6710526315789473,0.2518796992481203,0.99786,3.47,0.5,0.36666666666666653,6,0
927,8.4,0.28,0.19,2.2,0.093,0.13157894736842105,0.2593984962406015,0.99736,3.2,0.59,0.19999999999999987,4,0
928,8.6,0.47,0.27,2.3,0.055,0.17105263157894737,0.08270676691729323,0.99516,3.18,0.8,0.5333333333333332,5,0
929,8.7,0.33,0.38,3.3,0.063,0.11842105263157894,0.04887218045112782,0.99468,3.3,0.73,0.6666666666666666,7,0
930,6.6,0.61,0.31,1.9,0.08,0.09210526315789473,0.07142857142857142,0.99746,3.2,0.73,0.4166666666666667,5,0
931,7.4,0.61,0.31,2.0,0.074,0.15789473684210525,0.12030075187969924,0.99748,3.48,0.65,0.3000000000000001,5,0
932,7.6,0.4,0.29,1.9,0.078,0.3684210526315789,0.22556390977443608,0.9971,3.45,0.59,0.25,6,0
933,7.4,0.61,0.31,2.0,0.074,0.15789473684210525,0.12030075187969924,0.99748,3.48,0.65,0.3000000000000001,5,0
934,6.6,0.61,0.31,1.9,0.08,0.09210526315789473,0.07142857142857142,0.99746,3.2,0.73,0.4166666666666667,5,0
935,8.8,0.3,0.38,2.3,0.06,0.23684210526315788,0.24812030075187969,0.99543,3.39,0.72,0.6333333333333334,6,0
936,8.8,0.3,0.38,2.3,0.06,0.23684210526315788,0.24812030075187969,0.99543,3.39,0.72,0.6333333333333334,6,0
937,6.9,0.63,0.5,1.4,0.071,0.06578947368421052,0.07518796992481203,0.99791,3.07,0.6,0.4000000000000001,4,0
938,7.2,0.38,0.38,2.8,0.068,0.2894736842105263,0.13533834586466165,0.99356,3.34,0.72,0.8166666666666668,7,0
939,6.2,0.46,0.17,1.6,0.073,0.07894736842105263,0.018796992481203006,0.99425,3.61,0.54,0.5666666666666668,5,0
940,9.6,0.33,0.52,2.2,0.074,0.15789473684210525,0.07142857142857142,0.99509,3.36,0.76,0.7333333333333334,7,0
941,6.9,0.27,0.49,5.0,0.082,0.10526315789473684,0.041353383458646614,0.99484,3.19,0.52,0.75,7,0
942,6.9,0.43,0.4,2.6,0.092,0.15789473684210525,0.17293233082706766,0.99834,3.22,0.64,0.3333333333333333,7,0
943,6.9,0.5,0.34,2.3,0.094,0.11842105263157894,0.14661654135338345,0.99864,3.24,0.6,0.2833333333333332,7,0
944,8.3,0.3,0.49,3.8,0.09,0.13157894736842105,0.06766917293233082,0.99498,3.27,0.64,0.6833333333333332,7,0
945,6.9,0.44,0.42,2.0,0.071,0.07894736842105263,0.05263157894736842,0.99566,3.14,0.79,0.5166666666666666,7,0
946,6.9,0.44,0.58,4.1,0.092,0.13157894736842105,0.06766917293233082,0.99745,3.29,0.5,0.6666666666666666,7,0
947,8.3,0.28,0.48,2.1,0.093,0.06578947368421052,0.022556390977443608,0.99408,3.26,0.62,0.7333333333333334,7,0
948,8.9,0.12,0.45,1.8,0.075,0.11842105263157894,0.05639097744360902,0.99552,3.41,0.76,0.65,7,0
949,8.9,0.12,0.45,1.8,0.075,0.11842105263157894,0.05639097744360902,0.99552,3.41,0.76,0.65,7,0
950,8.9,0.12,0.45,1.8,0.075,0.11842105263157894,0.05639097744360902,0.99552,3.41,0.76,0.65,7,0
951,8.3,0.28,0.48,2.1,0.093,0.06578947368421052,0.022556390977443608,0.99408,3.26,0.62,0.7333333333333334,7,0
952,8.2,0.31,0.4,2.2,0.058,0.06578947368421052,0.015037593984962405,0.99536,3.31,0.68,0.5333333333333332,7,0
953,6.9,0.34,0.48,2.1,0.052,0.05263157894736842,0.011278195488721804,0.99458,3.2,0.69,0.6833333333333332,7,0
954,7.6,0.43,0.4,2.7,0.082,0.06578947368421052,0.018796992481203006,0.99538,3.44,0.54,0.6999999999999998,6,0
955,8.5,0.21,0.52,1.9,0.09,0.10526315789473684,0.06390977443609022,0.99648,3.36,0.67,0.4000000000000001,5,0
956,9.0,0.36,0.52,2.1,0.046,0.05263157894736842,0.015037593984962405,0.99568,3.31,0.62,0.5500000000000002,6,0
957,9.5,0.37,0.52,2.0,0.088,0.14473684210526316,0.16917293233082706,0.99613,3.29,0.58,0.5166666666666666,6,0
958,6.4,0.57,0.12,2.3,0.046,0.3157894736842105,0.11278195488721804,0.99519,3.47,0.71,0.5500000000000002,7,0
959,8.0,0.59,0.05,2.0,0.089,0.14473684210526316,0.09774436090225563,0.99735,3.36,0.61,0.3333333333333333,5,0
960,8.5,0.47,0.27,1.9,0.058,0.2236842105263158,0.12030075187969924,0.99518,3.16,0.85,0.5166666666666666,6,0
961,7.1,0.56,0.14,1.6,0.078,0.07894736842105263,0.045112781954887216,0.99592,3.27,0.62,0.21666666666666679,5,0
962,6.6,0.57,0.31,2.1,0.046,0.06578947368421052,0.03759398496240601,0.99654,3.38,0.69,0.25,5,0
963,8.8,0.27,0.39,2.0,0.1,0.25,0.07894736842105263,0.99546,3.15,0.69,0.5333333333333332,6,0
964,8.5,0.47,0.27,1.9,0.058,0.2236842105263158,0.12030075187969924,0.99518,3.16,0.85,0.5166666666666666,6,0
965,8.3,0.34,0.4,2.4,0.065,0.3026315789473684,0.15789473684210525,0.99554,3.34,0.5,0.5,6,0
966,9.0,0.38,0.41,2.4,0.103,0.06578947368421052,0.015037593984962405,0.99604,3.13,0.58,0.65,7,0
967,8.5,0.28,0.2,2.1,0.097,0.2894736842105263,0.40225563909774437,0.99733,3.13,0.48,0.19999999999999987,5,0
968,9.0,0.4,0.43,2.4,0.068,0.3684210526315789,0.15037593984962405,0.9943,3.2,0.6,0.6999999999999998,6,0
969,6.7,0.56,0.09,2.9,0.079,0.07894736842105263,0.06015037593984962,0.99669,3.46,0.61,0.36666666666666653,5,0
970,6.9,0.26,0.48,1.9,0.066,0.06578947368421052,0.015037593984962405,0.99724,3.33,0.5,0.4833333333333334,6,0
971,6.9,0.26,0.48,1.9,0.066,0.06578947368421052,0.015037593984962405,0.99724,3.33,0.5,0.4833333333333334,6,0
972,6.9,0.38,0.5,2.4,0.104,0.06578947368421052,0.02631578947368421,0.99643,3.22,0.65,0.6,7,0
973,8.5,0.34,0.44,1.7,0.079,0.06578947368421052,0.022556390977443608,0.99605,3.52,0.63,0.4499999999999999,5,0
974,8.8,0.33,0.41,5.9,0.073,0.07894736842105263,0.02631578947368421,0.99658,3.3,0.62,0.6833333333333332,7,0
975,7.2,0.41,0.3,2.1,0.083,0.4473684210526316,0.24812030075187969,0.997,3.44,0.52,0.2333333333333334,5,0
976,7.2,0.41,0.3,2.1,0.083,0.4473684210526316,0.24812030075187969,0.997,3.44,0.52,0.2333333333333334,5,0
977,8.4,0.59,0.29,2.6,0.046,0.39473684210526316,0.424812030075188,0.99801,3.15,0.5,0.18333333333333326,5,0
978,7.0,0.4,0.32,3.6,0.061,0.10526315789473684,0.08646616541353383,0.99416,3.28,0.49,0.5500000000000002,7,0
979,6.9,0.45,0.49,1.4,0.075,0.02631578947368421,0.0,0.9969,3.13,0.63,0.4000000000000001,5,0
980,9.1,0.5,0.3,1.9,0.065,0.09210526315789473,0.041353383458646614,0.99774,3.32,0.71,0.4166666666666667,6,0
981,9.5,0.28,0.26,1.9,0.079,0.15789473684210525,0.08270676691729323,0.99712,3.25,0.62,0.3333333333333333,5,0
982,7.3,0.52,0.32,2.1,0.07,0.6578947368421053,0.24060150375939848,0.99418,3.34,0.82,0.8166666666666668,6,0
983,9.1,0.5,0.3,1.9,0.065,0.09210526315789473,0.041353383458646614,0.99774,3.32,0.71,0.4166666666666667,6,0
984,6.9,0.45,0.49,1.4,0.075,0.02631578947368421,0.0,0.9969,3.13,0.63,0.4000000000000001,5,0
985,7.4,0.58,0.31,2.0,0.064,0.07894736842105263,0.018796992481203006,0.99562,3.45,0.58,0.5500000000000002,6,0
986,6.9,0.34,0.39,1.4,0.066,0.02631578947368421,0.0037593984962406013,0.9947,3.19,0.55,0.5666666666666668,7,0
987,7.1,0.36,0.3,1.6,0.08,0.4473684210526316,0.24060150375939848,0.99693,3.44,0.5,0.2333333333333334,5,0
988,7.7,0.39,0.12,1.7,0.097,0.23684210526315788,0.07894736842105263,0.99596,3.16,0.49,0.2333333333333334,5,0
989,6.9,0.295,0.4,1.5,0.073,0.17105263157894737,0.05639097744360902,0.99556,3.14,0.51,0.4833333333333334,6,0
990,7.7,0.39,0.12,1.7,0.097,0.23684210526315788,0.07894736842105263,0.99596,3.16,0.49,0.2333333333333334,5,0
991,7.1,0.34,0.28,2.0,0.082,0.39473684210526316,0.23308270676691728,0.99694,3.45,0.48,0.2333333333333334,5,0
992,6.5,0.4,0.1,2.0,0.076,0.3815789473684211,0.15413533834586465,0.99554,3.36,0.48,0.2333333333333334,6,0
993,7.1,0.34,0.28,2.0,0.082,0.39473684210526316,0.23308270676691728,0.99694,3.45,0.48,0.2333333333333334,5,0
994,6.9,0.35,0.45,2.5,0.092,0.25,0.3082706766917293,0.99918,3.15,0.43,0.2333333333333334,5,0
995,7.7,0.6,0.06,2.0,0.079,0.23684210526315788,0.13157894736842105,0.99697,3.39,0.62,0.3499999999999999,6,0
996,5.6,0.28,0.31,2.2,0.087,0.02631578947368421,0.018796992481203006,0.99378,3.2,0.63,0.8000000000000002,7,0
997,5.6,0.28,0.31,2.2,0.087,0.02631578947368421,0.018796992481203006,0.99378,3.2,0.63,0.8000000000000002,7,0
998,8.9,0.28,0.34,1.4,0.05,0.039473684210526314,0.015037593984962405,0.99554,3.12,0.48,0.18333333333333326,6,0
999,6.4,0.28,0.31,1.65,0.055,0.07894736842105263,0.022556390977443608,0.99162,3.47,0.53,0.8166666666666668,6,0
1000,7.5,0.43,0.3,2.2,0.062,0.06578947368421052,0.022556390977443608,0.99495,3.44,0.72,0.5833333333333334,7,0
1001,6.9,0.35,0.38,1.5,0.058,0.39473684210526316,0.15413533834586465,0.99676,3.26,0.82,0.4333333333333333,7,0
1002,9.1,0.29,0.33,2.05,0.063,0.15789473684210525,0.07894736842105263,0.99516,3.26,0.84,0.6166666666666666,7,0
1003,6.8,0.36,0.32,1.8,0.067,0.039473684210526314,0.007518796992481203,0.9928,3.36,0.55,0.8000000000000002,7,0
1004,8.2,0.43,0.29,1.6,0.081,0.34210526315789475,0.14661654135338345,0.99603,3.25,0.54,0.38333333333333347,5,0
1005,6.8,0.36,0.32,1.8,0.067,0.039473684210526314,0.007518796992481203,0.9928,3.36,0.55,0.8000000000000002,7,0
1006,9.1,0.29,0.33,2.05,0.063,0.15789473684210525,0.07894736842105263,0.99516,3.26,0.84,0.6166666666666666,7,0
1007,9.1,0.3,0.34,2.0,0.064,0.14473684210526316,0.07142857142857142,0.99516,3.26,0.84,0.6166666666666666,7,0
1008,8.9,0.35,0.4,3.6,0.046,0.14473684210526316,0.06766917293233082,0.99549,3.23,0.7,0.6666666666666666,7,0
1009,9.6,0.5,0.36,2.8,0.046,0.32894736842105265,0.18421052631578946,0.99722,3.18,0.68,0.4833333333333334,5,0
1010,8.9,0.28,0.45,1.7,0.067,0.07894736842105263,0.022556390977443608,0.99354,3.25,0.55,0.7166666666666668,7,0
1011,8.9,0.32,0.31,2.0,0.088,0.14473684210526316,0.04887218045112782,0.9957,3.17,0.55,0.4000000000000001,6,0
1012,7.7,0.28,0.15,2.1,0.102,0.13157894736842105,0.09774436090225563,0.99604,3.23,0.48,0.3333333333333333,5,0
1013,7.5,0.28,0.31,1.6,0.092,0.27631578947368424,0.09398496240601503,0.99635,3.38,0.58,0.3333333333333333,6,0
1014,8.0,0.58,0.16,2.0,0.046,0.02631578947368421,0.0037593984962406013,0.99454,3.22,0.58,0.5333333333333332,6,0
1015,6.9,0.39,0.46,2.2,0.075,0.17105263157894737,0.07894736842105263,0.99598,3.06,0.84,0.5666666666666668,6,0
1016,8.9,0.38,0.4,2.2,0.068,0.14473684210526316,0.08270676691729323,0.99486,3.27,0.75,0.7666666666666666,7,0
1017,8.0,0.18,0.37,0.9,0.049,0.4605263157894737,0.38721804511278196,0.99007,2.89,0.44,0.7833333333333332,6,0
1018,8.0,0.18,0.37,0.9,0.049,0.4605263157894737,0.38721804511278196,0.99007,2.89,0.44,0.7833333333333332,6,0
1019,7.0,0.5,0.14,1.8,0.078,0.11842105263157894,0.06390977443609022,0.99636,3.53,0.61,0.4000000000000001,5,0
1020,6.9,0.36,0.31,2.4,0.046,0.02631578947368421,0.007518796992481203,0.99642,3.2,0.53,0.65,6,0
1021,6.9,0.36,0.31,2.4,0.046,0.02631578947368421,0.007518796992481203,0.99642,3.2,0.53,0.65,6,0
1022,7.0,0.51,0.09,2.1,0.062,0.039473684210526314,0.011278195488721804,0.99584,3.35,0.54,0.4166666666666667,5,0
1023,8.2,0.32,0.42,2.3,0.098,0.02631578947368421,0.011278195488721804,0.99506,3.27,0.55,0.7166666666666668,6,0
1024,7.7,0.58,0.31,1.8,0.088,0.14473684210526316,0.045112781954887216,0.99568,3.32,0.56,0.4166666666666667,7,0
1025,8.6,0.28,0.31,2.8,0.095,0.21052631578947367,0.13909774436090225,0.99822,3.33,0.6,0.4000000000000001,6,0
1026,7.9,0.31,0.32,1.9,0.066,0.17105263157894737,0.11278195488721804,0.99364,3.41,0.56,0.7666666666666666,6,0
1027,6.4,0.28,0.31,2.2,0.065,0.35526315789473684,0.17293233082706766,0.99378,3.49,0.52,0.6,5,0
1028,7.2,0.34,0.21,2.5,0.075,0.5263157894736842,0.23308270676691728,0.99586,3.37,0.54,0.3499999999999999,6,0
1029,7.7,0.58,0.31,1.8,0.088,0.14473684210526316,0.045112781954887216,0.99568,3.32,0.56,0.4166666666666667,7,0
1030,7.1,0.59,0.31,2.1,0.091,0.10526315789473684,0.03007518796992481,0.99488,3.42,0.55,0.5833333333333334,7,0
1031,7.3,0.55,0.31,1.8,0.093,0.10526315789473684,0.03383458646616541,0.99514,3.35,0.58,0.5,7,0
1032,8.1,0.28,0.31,4.1,0.095,0.05263157894736842,0.03007518796992481,0.99854,3.36,0.53,0.2666666666666666,5,0
1033,7.5,0.57,0.08,2.6,0.089,0.17105263157894737,0.07894736842105263,0.99592,3.3,0.59,0.4000000000000001,6,0
1034,8.9,0.28,0.18,2.5,0.077,0.18421052631578946,0.15789473684210525,0.99739,3.2,0.47,0.2833333333333332,6,0
1035,6.9,0.37,0.34,2.4,0.085,0.05263157894736842,0.041353383458646614,0.99683,3.17,0.65,0.4333333333333333,7,0
1036,7.6,0.31,0.34,2.5,0.082,0.32894736842105265,0.10902255639097744,0.99356,3.22,0.59,0.75,7,0
1037,7.3,0.28,0.1,1.8,0.074,0.25,0.18796992481203006,0.99672,3.35,0.56,0.19999999999999987,5,0
1038,8.7,0.41,0.41,6.2,0.078,0.3157894736842105,0.13533834586466165,0.9953,3.24,0.77,0.7666666666666666,7,0
1039,8.9,0.5,0.21,2.2,0.088,0.2631578947368421,0.12406015037593984,0.99692,3.33,0.83,0.5166666666666666,6,0
1040,7.4,0.28,0.31,2.2,0.088,0.19736842105263158,0.09774436090225563,0.99756,3.58,0.67,0.36666666666666653,5,0
1041,6.9,0.49,0.19,1.7,0.079,0.15789473684210525,0.07518796992481203,0.99547,3.38,0.64,0.3000000000000001,6,0
